   -180.00   -0.0029    0.0060
   -179.00    0.0859    0.0065
   -178.00    0.1747    0.0080
   -177.00    0.2635    0.0105
   -176.00    0.3523    0.0140
   -175.00    0.4411    0.0185
   -174.00    0.5299    0.0241
   -173.00    0.6177    0.0306
   -172.00    0.6954    0.0381
   -171.00    0.7402    0.0465
   -170.00    0.7318    0.0560
   -169.00    0.6803    0.0664
   -168.00    0.6197    0.0777
   -167.00    0.5737    0.0900
   -166.00    0.5473    0.1032
   -165.00    0.5369    0.1173
   -164.00    0.5376    0.1323
   -163.00    0.5455    0.1482
   -162.00    0.5579    0.1649
   -161.00    0.5731    0.1825
   -160.00    0.5899    0.2009
   -159.00    0.6076    0.2201
   -158.00    0.6256    0.2401
   -157.00    0.6436    0.2608
   -156.00    0.6613    0.2822
   -155.00    0.6786    0.3044
   -154.00    0.6953    0.3272
   -153.00    0.7112    0.3507
   -152.00    0.7264    0.3748
   -151.00    0.7408    0.3995
   -150.00    0.7542    0.4247
   -149.00    0.7668    0.4505
   -148.00    0.7783    0.4768
   -147.00    0.7888    0.5035
   -146.00    0.7983    0.5307
   -145.00    0.8067    0.5583
   -144.00    0.8140    0.5863
   -143.00    0.8202    0.6146
   -142.00    0.8253    0.6432
   -141.00    0.8293    0.6721
   -140.00    0.8322    0.7012
   -139.00    0.8340    0.7306
   -138.00    0.8346    0.7600
   -137.00    0.8341    0.7897
   -136.00    0.8324    0.8194
   -135.00    0.8297    0.8491
   -134.00    0.8258    0.8789
   -133.00    0.8208    0.9086
   -132.00    0.8147    0.9383
   -131.00    0.8074    0.9679
   -130.00    0.7991    0.9974
   -129.00    0.7898    1.0267
   -128.00    0.7794    1.0558
   -127.00    0.7679    1.0847
   -126.00    0.7554    1.1133
   -125.00    0.7419    1.1416
   -124.00    0.7274    1.1695
   -123.00    0.7120    1.1971
   -122.00    0.6956    1.2243
   -121.00    0.6784    1.2510
   -120.00    0.6602    1.2772
   -119.00    0.6412    1.3029
