   -180.00    0.1452    0.0060
   -179.00    0.2316    0.0065
   -178.00    0.3180    0.0079
   -177.00    0.4044    0.0104
   -176.00    0.4908    0.0137
   -175.00    0.5772    0.0181
   -174.00    0.6636    0.0234
   -173.00    0.7500    0.0297
   -172.00    0.8363    0.0370
   -171.00    0.9208    0.0452
   -170.00    0.9902    0.0544
   -169.00    1.0191    0.0646
   -168.00    0.9914    0.0757
   -167.00    0.9269    0.0877
   -166.00    0.8621    0.1006
   -165.00    0.8174    0.1144
   -164.00    0.7947    0.1292
   -163.00    0.7888    0.1448
   -162.00    0.7942    0.1613
   -161.00    0.8069    0.1786
   -160.00    0.8241    0.1968
   -159.00    0.8441    0.2158
   -158.00    0.8656    0.2355
   -157.00    0.8880    0.2561
   -156.00    0.9106    0.2774
   -155.00    0.9331    0.2994
   -154.00    0.9552    0.3221
   -153.00    0.9767    0.3455
   -152.00    0.9975    0.3696
   -151.00    1.0174    0.3942
   -150.00    1.0364    0.4195
   -149.00    1.0542    0.4453
   -148.00    1.0709    0.4717
   -147.00    1.0865    0.4986
   -146.00    1.1007    0.5259
   -145.00    1.1136    0.5537
   -144.00    1.1252    0.5819
   -143.00    1.1353    0.6104
   -142.00    1.1440    0.6393
   -141.00    1.1512    0.6686
   -140.00    1.1570    0.6980
   -139.00    1.1612    0.7277
   -138.00    1.1638    0.7576
   -137.00    1.1649    0.7877
   -136.00    1.1645    0.8179
   -135.00    1.1624    0.8481
   -134.00    1.1587    0.8785
   -133.00    1.1534    0.9088
   -132.00    1.1466    0.9391
   -131.00    1.1381    0.9693
   -130.00    1.1280    0.9994
   -129.00    1.1163    1.0294
   -128.00    1.1031    1.0592
   -127.00    1.0883    1.0888
   -126.00    1.0719    1.1181
   -125.00    1.0541    1.1472
   -124.00    1.0347    1.1759
   -123.00    1.0138    1.2042
   -122.00    0.9915    1.2321
   -121.00    0.9677    1.2596
   -120.00    0.9426    1.2866
   -119.00    0.9161    1.3131
   -118.00    0.8883    1.3391
   -117.00    0.8592    1.3645
   -116.00    0.8289    1.3892
   -115.00    0.7974    1.4134
   -114.00    0.7647    1.4368
   -113.00    0.7309    1.4596
   -112.00    0.6961    1.4816
   -111.00    0.6603    1.5028
   -110.00    0.6235    1.5233
   -109.00    0.5859    1.5429
   -108.00    0.5474    1.5617
   -107.00    0.5081    1.5796
   -106.00    0.4681    1.5966
   -105.00    0.4274    1.6127
   -104.00    0.3862    1.6279
   -103.00    0.3443    1.6421
   -102.00    0.3017    1.6553
   -101.00    0.2590    1.6676
   -100.00    0.2159    1.6788
    -99.00    0.1725    1.6890
    -98.00    0.1289    1.6982
    -97.00    0.0852    1.7063
    -96.00    0.0413    1.7134
    -95.00   -0.0026    1.7194
    -94.00   -0.0466    1.7243
    -93.00   -0.0904    1.7281
    -92.00   -0.1341    1.7309
    -91.00   -0.1776    1.7325
    -90.00   -0.2208    1.7330
    -89.00   -0.2637    1.7325
    -88.00   -0.3063    1.7308
    -87.00   -0.3484    1.7281
    -86.00   -0.3900    1.7243
    -85.00   -0.4311    1.7194
    -84.00   -0.4716    1.7134
    -83.00   -0.5114    1.7063
    -82.00   -0.5505    1.6982
    -81.00   -0.5888    1.6890
    -80.00   -0.6264    1.6788
    -79.00   -0.6631    1.6676
    -78.00   -0.6989    1.6553
    -77.00   -0.7338    1.6421
    -76.00   -0.7677    1.6279
    -75.00   -0.8006    1.6127
    -74.00   -0.8324    1.5966
    -73.00   -0.8631    1.5795
    -72.00   -0.8927    1.5616
    -71.00   -0.9211    1.5428
    -70.00   -0.9484    1.5232
    -69.00   -0.9744    1.5027
    -68.00   -0.9992    1.4815
    -67.00   -1.0227    1.4595
    -66.00   -1.0449    1.4367
    -65.00   -1.0659    1.4133
    -64.00   -1.0854    1.3891
    -63.00   -1.1037    1.3644
    -62.00   -1.1206    1.3390
    -61.00   -1.1361    1.3130
    -60.00   -1.1503    1.2865
    -59.00   -1.1630    1.2595
    -58.00   -1.1744    1.2320
    -57.00   -1.1844    1.2040
    -56.00   -1.1930    1.1757
    -55.00   -1.2002    1.1470
    -54.00   -1.2060    1.1180
    -53.00   -1.2105    1.0886
    -52.00   -1.2136    1.0590
    -51.00   -1.2153    1.0292
    -50.00   -1.2157    0.9992
    -49.00   -1.2147    0.9691
    -48.00   -1.2124    0.9389
    -47.00   -1.2088    0.9085
    -46.00   -1.2039    0.8782
    -45.00   -1.1978    0.8479
    -44.00   -1.1904    0.8176
    -43.00   -1.1818    0.7874
    -42.00   -1.1721    0.7573
    -41.00   -1.1611    0.7274
    -40.00   -1.1490    0.6977
    -39.00   -1.1359    0.6682
    -38.00   -1.1216    0.6389
    -37.00   -1.1064    0.6100
    -36.00   -1.0901    0.5814
    -35.00   -1.0729    0.5532
    -34.00   -1.0547    0.5254
    -33.00   -1.0357    0.4980
    -32.00   -1.0158    0.4711
    -31.00   -0.9952    0.4447
    -30.00   -0.9738    0.4188
    -29.00   -0.9517    0.3935
    -28.00   -0.9290    0.3688
    -27.00   -0.9057    0.3447
    -26.00   -0.8819    0.3212
    -25.00   -0.8576    0.2984
    -24.00   -0.8330    0.2763
    -23.00   -0.8081    0.2549
    -22.00   -0.7831    0.2342
    -21.00   -0.7580    0.2143
    -20.00   -0.7330    0.1952
    -19.00   -0.7083    0.1768
    -18.00   -0.6842    0.1593
    -17.00   -0.6609    0.1425
    -16.00   -0.6390    0.1266
    -15.00   -0.6191    0.1115
    -14.00   -0.6020    0.0973
    -13.00   -0.5891    0.0838
    -12.00   -0.5824    0.0712
