   -180.00   -0.0010    0.0060
   -179.00    0.0862    0.0065
   -178.00    0.1734    0.0080
   -177.00    0.2606    0.0105
   -176.00    0.3478    0.0140
   -175.00    0.4350    0.0185
   -174.00    0.5222    0.0240
   -173.00    0.6082    0.0305
   -172.00    0.6835    0.0379
   -171.00    0.7260    0.0464
   -170.00    0.7176    0.0558
   -169.00    0.6692    0.0662
   -168.00    0.6127    0.0775
   -167.00    0.5700    0.0897
   -166.00    0.5458    0.1029
   -165.00    0.5367    0.1170
   -164.00    0.5383    0.1320
   -163.00    0.5468    0.1479
   -162.00    0.5596    0.1646
   -161.00    0.5751    0.1822
   -160.00    0.5922    0.2006
   -159.00    0.6102    0.2198
   -158.00    0.6284    0.2398
   -157.00    0.6466    0.2605
   -156.00    0.6646    0.2820
   -155.00    0.6821    0.3042
   -154.00    0.6991    0.3270
   -153.00    0.7153    0.3506
   -152.00    0.7307    0.3747
   -151.00    0.7453    0.3995
   -150.00    0.7591    0.4248
   -149.00    0.7718    0.4507
   -148.00    0.7836    0.4770
   -147.00    0.7944    0.5039
   -146.00    0.8041    0.5312
   -145.00    0.8127    0.5589
   -144.00    0.8203    0.5870
   -143.00    0.8268    0.6155
   -142.00    0.8321    0.6442
   -141.00    0.8364    0.6733
   -140.00    0.8395    0.7025
   -139.00    0.8414    0.7320
   -138.00    0.8422    0.7617
   -137.00    0.8419    0.7915
   -136.00    0.8404    0.8213
   -135.00    0.8378    0.8513
   -134.00    0.8340    0.8813
   -133.00    0.8291    0.9112
   -132.00    0.8231    0.9411
   -131.00    0.8160    0.9709
   -130.00    0.8078    1.0006
   -129.00    0.7985    1.0302
   -128.00    0.7881    1.0595
   -127.00    0.7766    1.0886
   -126.00    0.7641    1.1174
   -125.00    0.7506    1.1460
   -124.00    0.7361    1.1741
   -123.00    0.7206    1.2020
   -122.00    0.7042    1.2293
   -121.00    0.6868    1.2563
   -120.00    0.6685    1.2828
   -119.00    0.6493    1.3087
   -118.00    0.6293    1.3341
   -117.00    0.6085    1.3590
   -116.00    0.5869    1.3832
   -115.00    0.5645    1.4068
   -114.00    0.5414    1.4297
   -113.00    0.5176    1.4519
   -112.00    0.4932    1.4734
   -111.00    0.4681    1.4941
   -110.00    0.4424    1.5140
   -109.00    0.4162    1.5332
   -108.00    0.3895    1.5515
   -107.00    0.3623    1.5690
   -106.00    0.3346    1.5855
   -105.00    0.3066    1.6012
   -104.00    0.2778    1.6160
   -103.00    0.2491    1.6298
