   -180.00    0.1152    0.0060
   -179.00    0.2784    0.0065
   -178.00    0.4416    0.0080
   -177.00    0.6048    0.0104
   -176.00    0.7680    0.0138
   -175.00    0.9312    0.0183
   -174.00    1.0944    0.0237
   -173.00    1.2576    0.0300
   -172.00    1.4170    0.0374
   -171.00    1.5280    0.0457
   -170.00    1.4957    0.0550
   -169.00    1.3059    0.0653
   -168.00    1.0840    0.0765
   -167.00    0.9246    0.0887
   -166.00    0.8349    0.1018
   -165.00    0.7933    0.1158
   -164.00    0.7807    0.1307
   -163.00    0.7852    0.1465
   -162.00    0.7998    0.1632
   -161.00    0.8204    0.1808
   -160.00    0.8446    0.1992
   -159.00    0.8710    0.2184
   -158.00    0.8984    0.2384
   -157.00    0.9265    0.2592
   -156.00    0.9546    0.2808
   -155.00    0.9824    0.3031
   -154.00    1.0098    0.3261
   -153.00    1.0365    0.3498
   -152.00    1.0624    0.3741
   -151.00    1.0873    0.3991
   -150.00    1.1112    0.4247
   -149.00    1.1339    0.4509
   -148.00    1.1553    0.4776
   -147.00    1.1755    0.5048
   -146.00    1.1943    0.5325
   -145.00    1.2116    0.5606
   -144.00    1.2274    0.5891
   -143.00    1.2416    0.6181
   -142.00    1.2542    0.6473
   -141.00    1.2652    0.6769
   -140.00    1.2744    0.7068
   -139.00    1.2820    0.7369
   -138.00    1.2877    0.7671
   -137.00    1.2917    0.7976
   -136.00    1.2938    0.8282
   -135.00    1.2941    0.8588
   -134.00    1.2926    0.8895
   -133.00    1.2892    0.9202
   -132.00    1.2839    0.9509
   -131.00    1.2767    0.9815
   -130.00    1.2676    1.0121
   -129.00    1.2566    1.0424
   -128.00    1.2438    1.0726
   -127.00    1.2291    1.1026
   -126.00    1.2126    1.1323
   -125.00    1.1942    1.1617
   -124.00    1.1740    1.1908
   -123.00    1.1520    1.2195
   -122.00    1.1282    1.2477
   -121.00    1.1027    1.2756
   -120.00    1.0755    1.3030
   -119.00    1.0467    1.3298
   -118.00    1.0162    1.3561
   -117.00    0.9842    1.3818
   -116.00    0.9506    1.4069
   -115.00    0.9156    1.4313
   -114.00    0.8792    1.4551
   -113.00    0.8414    1.4781
   -112.00    0.8022    1.5004
   -111.00    0.7619    1.5219
   -110.00    0.7203    1.5427
   -109.00    0.6777    1.5625
   -108.00    0.6340    1.5816
   -107.00    0.5893    1.5997
   -106.00    0.5436    1.6170
   -105.00    0.4972    1.6333
   -104.00    0.4500    1.6487
   -103.00    0.4017    1.6631
   -102.00    0.3532    1.6765
   -101.00    0.3041    1.6889
   -100.00    0.2546    1.7003
    -99.00    0.2046    1.7106
    -98.00    0.1544    1.7199
    -97.00    0.1039    1.7281
    -96.00    0.0532    1.7353
    -95.00    0.0025    1.7413
    -94.00   -0.0482    1.7463
    -93.00   -0.0989    1.7502
    -92.00   -0.1494    1.7530
    -91.00   -0.1997    1.7546
    -90.00   -0.2496    1.7552
